employee_id,age,monthly_income,years_at_company,job_satisfaction,performance_rating,overtime,attrition,gender_Male,department_Research & Development,department_Sales,job_role_Human Resources,job_role_Laboratory Technician,job_role_Manager,job_role_Manufacturing Director,job_role_Research Director,job_role_Research Scientist,job_role_Sales Executive,job_role_Sales Representative
55,26,4157,2,4,3,1,0,False,False,True,False,False,False,False,False,False,True,False
56,33,13458,15,4,3,1,0,False,True,False,False,False,False,False,True,False,False,False
57,35,9069,9,1,4,0,0,True,False,True,False,False,False,False,False,False,True,False
58,35,4014,2,1,3,1,0,False,True,False,False,True,False,False,False,False,False,False
59,31,5915,7,4,4,0,0,True,True,False,False,True,False,False,False,False,False,False
60,37,5993,7,3,3,0,0,True,True,False,False,False,False,True,False,False,False,False
61,32,6162,9,4,4,1,0,True,True,False,False,False,False,True,False,False,False,False
62,38,2406,10,4,3,0,0,False,True,False,False,True,False,False,False,False,False,False
63,50,18740,27,3,3,1,0,False,True,False,False,False,False,False,True,False,False,False
64,59,7637,21,1,3,0,0,False,False,True,False,False,False,False,False,False,True,False
65,36,10096,17,3,3,0,0,False,True,False,False,False,False,False,False,False,False,False
66,55,14756,5,3,3,1,0,False,True,False,False,False,True,False,False,False,False,False
67,36,6499,6,2,3,0,0,True,True,False,False,False,False,True,False,False,False,False
68,45,9724,1,1,3,0,0,True,True,False,False,False,False,False,False,True,False,False
69,35,2194,3,1,3,0,0,True,True,False,False,False,False,False,False,True,False,False
70,36,3388,1,3,3,1,1,True,True,False,False,False,False,False,False,True,False,False
71,59,5473,4,3,3,0,0,False,False,True,False,False,False,False,False,False,True,False
72,29,2703,5,2,4,0,0,True,True,False,False,False,False,False,False,True,False,False
73,31,2501,1,2,3,0,0,True,True,False,False,False,False,False,False,True,False,False
74,32,6220,10,2,3,0,0,True,True,False,False,False,False,False,False,True,False,False
75,36,3038,1,4,3,0,0,False,True,False,False,True,False,False,False,False,False,False
76,31,4424,11,4,4,0,0,False,True,False,False,False,False,True,False,False,False,False
77,35,4312,15,1,3,0,0,True,False,True,False,False,False,False,False,False,True,False
78,45,13245,0,1,3,1,0,True,True,False,False,False,False,False,True,False,False,False
79,37,13664,5,3,3,0,0,True,True,False,False,False,False,False,True,False,False,False
80,46,5021,4,2,4,1,0,True,False,False,True,False,False,False,False,False,False,False
81,30,5126,10,4,3,1,0,True,True,False,False,True,False,False,False,False,False,False
82,35,2859,6,3,3,0,0,True,True,False,False,False,False,False,False,True,False,False
83,55,10239,1,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
84,38,5329,13,4,3,1,0,False,True,False,False,False,False,False,False,True,False,False
85,34,4325,5,2,3,0,0,True,True,False,False,False,False,True,False,False,False,False
86,56,7260,6,4,3,0,0,True,True,False,False,False,False,True,False,False,False,False
87,23,2322,0,1,3,0,0,True,False,True,False,False,False,False,False,False,False,True
88,51,2075,4,4,4,0,0,True,True,False,False,True,False,False,False,False,False,False
89,30,4152,11,4,3,0,0,True,True,False,False,False,False,False,False,False,False,False
90,46,9619,9,4,3,0,1,True,False,True,False,False,False,False,False,False,True,False
91,40,13503,22,2,4,0,0,True,True,False,False,False,False,False,False,False,False,False
92,51,5441,10,4,4,1,0,True,False,True,False,False,False,False,False,False,True,False
93,30,5209,11,2,3,1,0,False,False,True,False,False,False,False,False,False,True,False
94,46,10673,10,1,3,1,0,True,True,False,False,False,False,False,False,False,False,False
95,32,5010,11,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
96,54,13549,4,3,3,0,0,False,True,False,False,False,False,False,True,False,False,False
97,24,4999,3,3,4,0,0,False,False,True,False,False,False,False,False,False,True,False
98,28,4221,5,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
99,58,13872,37,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
100,44,2042,3,2,3,0,0,True,True,False,False,True,False,False,False,False,False,False
101,37,2073,3,1,4,1,1,True,False,False,True,False,False,False,False,False,False,False
102,32,2956,1,1,3,0,0,True,True,False,False,False,False,False,False,True,False,False
103,20,2926,1,4,3,1,1,False,True,False,False,True,False,False,False,False,False,False
104,34,4809,16,3,3,0,0,False,True,False,False,False,False,False,False,True,False,False
105,37,5163,1,4,3,0,0,True,True,False,False,False,False,False,False,False,False,False
106,59,18844,3,4,4,0,0,False,False,False,False,False,True,False,False,False,False,False
107,50,18172,8,2,3,1,0,False,True,False,False,False,False,False,True,False,False,False
108,25,5744,6,3,3,1,1,True,False,True,False,False,False,False,False,False,True,False
109,25,2889,2,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
110,22,2871,0,4,3,0,0,False,True,False,False,True,False,False,False,False,False,False
111,51,7484,13,1,4,0,0,False,True,False,False,False,False,False,False,False,False,False
112,34,6074,9,3,4,1,1,True,True,False,False,True,False,False,False,False,False,False
113,54,17328,5,4,3,1,0,False,False,False,False,False,True,False,False,False,False,False
114,24,2774,5,3,3,0,0,True,True,False,False,True,False,False,False,False,False,False
115,34,4505,1,2,3,0,0,False,True,False,False,False,False,False,False,True,False,False
116,37,7428,5,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
117,34,11631,11,1,3,0,0,False,True,False,False,False,True,False,False,False,False,False
118,36,9738,9,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
119,36,2835,1,4,4,0,0,False,True,False,False,True,False,False,False,False,False,False
120,43,16959,25,4,3,1,0,True,False,True,False,False,True,False,False,False,False,False
121,30,2613,10,3,4,0,0,True,True,False,False,False,False,False,False,True,False,False
122,33,6146,7,2,3,0,0,True,False,True,False,False,False,False,False,False,True,False
123,56,4963,5,2,3,1,1,False,True,False,False,False,False,False,False,True,False,False
124,51,19537,20,3,3,0,0,True,True,False,False,False,False,False,True,False,False,False
125,31,6172,7,3,3,1,1,True,False,True,False,False,False,False,False,False,True,False
126,26,2368,5,2,3,0,0,False,True,False,False,False,False,False,False,True,False,False
127,58,10312,40,4,3,0,1,False,True,False,False,False,False,False,False,False,False,False
128,19,1675,0,3,3,1,1,True,False,True,False,False,False,False,False,False,False,True
129,22,2523,2,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
130,49,6567,15,1,3,0,0,False,True,False,False,False,False,True,False,False,False,False
131,43,4739,3,3,3,0,0,False,True,False,False,False,False,False,False,True,False,False
132,50,9208,2,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
133,31,4559,2,3,3,1,1,False,False,True,False,False,False,False,False,False,True,False
134,41,8189,9,3,3,1,0,True,False,True,False,False,False,False,False,False,True,False
135,26,2942,8,3,4,0,0,False,False,False,True,False,False,False,False,False,False,False
136,36,4941,3,2,4,0,0,True,True,False,False,False,False,True,False,False,False,False
137,51,10650,4,4,3,0,1,True,True,False,False,False,False,True,False,False,False,False
138,39,5902,15,3,3,0,0,False,False,True,False,False,False,False,False,False,True,False
139,25,8639,2,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
140,30,6347,11,4,3,1,0,True,False,False,True,False,False,False,False,False,False,False
141,32,4200,5,1,4,0,1,False,True,False,False,True,False,False,False,False,False,False
142,45,3452,6,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
143,38,4317,3,3,4,1,0,False,True,False,False,False,False,False,False,True,False,False
144,30,2632,5,3,3,0,0,False,True,False,False,False,False,False,False,True,False,False
145,32,4668,8,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
146,30,3204,3,1,3,0,0,False,True,False,False,False,False,False,False,True,False,False
147,30,2720,5,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
148,41,17181,7,1,3,0,0,True,True,False,False,False,True,False,False,False,False,False
149,41,2238,5,1,4,0,0,True,True,False,False,True,False,False,False,False,False,False
150,19,1483,1,2,3,0,0,False,True,False,False,True,False,False,False,False,False,False
151,40,5605,20,2,3,0,0,False,True,False,False,False,False,False,False,True,False,False
152,35,7295,10,2,3,0,0,True,False,True,False,False,False,False,False,False,True,False
153,53,2306,7,3,4,1,0,True,False,True,False,False,False,False,False,False,False,True
154,45,2348,17,2,3,0,0,True,True,False,False,True,False,False,False,False,False,False
155,32,8998,9,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
156,29,4319,10,3,3,0,0,True,True,False,False,False,False,True,False,False,False,False
157,51,6132,1,3,3,0,0,True,True,False,False,False,False,True,False,False,False,False
158,58,3346,1,2,4,1,0,False,True,False,False,False,False,False,False,True,False,False
159,40,10855,12,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
160,34,2231,4,3,3,0,0,False,False,True,False,False,False,False,False,False,False,True
161,22,2323,2,4,4,0,0,True,True,False,False,False,False,False,False,True,False,False
162,27,2024,2,2,3,0,0,True,True,False,False,False,False,False,False,True,False,False
163,28,2713,5,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
164,57,9439,5,4,3,1,0,True,True,False,False,False,False,False,False,False,False,False
165,27,2566,1,3,3,1,0,True,True,False,False,False,False,False,False,True,False,False
166,50,19926,5,2,3,0,0,False,True,False,False,False,True,False,False,False,False,False
167,41,2451,9,3,3,0,0,True,True,False,False,False,False,False,False,True,False,False
168,30,9419,10,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
169,38,8686,8,4,4,0,0,False,False,True,False,False,False,False,False,False,True,False
170,32,3038,5,3,4,0,0,True,True,False,False,False,False,False,False,True,False,False
171,27,3058,5,2,3,1,0,True,True,False,False,False,False,False,False,True,False,False
172,19,2325,0,1,4,0,1,False,False,True,False,False,False,False,False,False,False,True
173,36,2088,8,2,3,0,0,True,True,False,False,True,False,False,False,False,False,False
174,30,3072,12,1,3,0,0,True,True,False,False,True,False,False,False,False,False,False
175,45,5006,5,1,3,1,0,False,False,True,False,False,False,False,False,False,True,False
176,56,4257,2,1,3,1,0,False,True,False,False,False,False,False,False,True,False,False
177,33,2500,3,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
178,19,1102,1,4,4,0,1,True,True,False,False,True,False,False,False,False,False,False
179,46,10453,24,1,4,0,0,False,False,True,False,False,False,False,False,False,True,False
180,38,2288,2,4,3,0,0,False,True,False,False,True,False,False,False,False,False,False
181,31,3929,4,4,4,1,0,False,True,False,False,False,False,False,False,True,False,False
182,34,2311,3,2,3,0,0,False,True,False,False,False,False,False,False,True,False,False
183,41,3140,4,2,4,1,1,False,False,True,False,False,False,False,False,False,False,True
184,50,3690,3,3,3,0,0,True,True,False,False,True,False,False,False,False,False,False
185,53,4450,4,1,3,0,0,False,True,False,False,False,False,True,False,False,False,False
186,33,2756,8,2,3,0,0,False,True,False,False,False,False,False,False,True,False,False
187,40,19033,20,3,3,0,0,False,True,False,False,False,True,False,False,False,False,False
188,55,18722,24,2,3,0,0,True,True,False,False,False,False,False,True,False,False,False
189,34,9547,10,3,3,0,0,True,True,False,False,False,False,True,False,False,False,False
190,51,13734,7,2,3,0,0,False,True,False,False,False,False,False,False,False,False,False
191,52,19999,33,3,3,0,0,True,True,False,False,False,True,False,False,False,False,False
192,27,2279,7,2,3,0,0,False,True,False,False,False,False,False,False,True,False,False
193,35,5916,1,3,3,1,1,True,True,False,False,False,False,True,False,False,False,False
194,43,2089,5,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
195,45,16792,20,4,4,0,0,True,True,False,False,False,True,False,False,False,False,False
196,37,3564,8,1,3,1,0,True,True,False,False,False,False,False,False,True,False,False
197,35,4425,6,2,3,0,0,False,True,False,False,True,False,False,False,False,False,False
198,42,5265,5,3,3,0,0,False,True,False,False,False,False,True,False,False,False,False
199,38,6553,1,3,3,0,0,True,True,False,False,False,False,True,False,False,False,False
200,38,6261,7,4,3,0,0,True,True,False,False,False,False,True,False,False,False,False
201,27,4298,2,1,3,0,0,True,True,False,False,False,False,True,False,False,False,False
202,49,6804,7,4,3,1,0,True,True,False,False,False,False,True,False,False,False,False
203,34,3815,5,3,3,1,0,True,True,False,False,False,False,False,False,True,False,False
204,40,2741,7,4,3,1,0,True,True,False,False,True,False,False,False,False,False,False
205,38,6673,1,1,3,1,1,True,True,False,False,False,False,False,False,False,False,False
206,29,7639,10,4,4,0,1,False,False,True,False,False,False,False,False,False,True,False
207,22,2328,4,2,3,1,0,True,True,False,False,False,False,False,False,True,False,False
208,36,2153,8,4,3,0,0,False,True,False,False,True,False,False,False,False,False,False
209,40,4876,3,4,3,0,0,True,True,False,False,False,False,False,False,False,False,False
210,46,9396,4,1,3,0,0,True,True,False,False,False,False,False,False,False,False,False
211,32,10400,14,4,3,0,1,True,False,True,False,False,False,False,False,False,True,False
212,30,8474,11,3,4,0,0,True,True,False,False,False,False,True,False,False,False,False
213,27,9981,7,3,3,0,0,False,False,True,False,False,False,False,False,False,True,False
214,51,12490,10,2,3,0,0,True,True,False,False,False,False,False,True,False,False,False
215,30,2657,5,1,3,1,1,False,True,False,False,False,False,False,False,True,False,False
216,41,13591,1,4,3,1,0,False,False,True,False,False,True,False,False,False,False,False
217,30,6696,6,1,3,0,1,False,False,True,False,False,False,False,False,False,True,False
218,29,2058,6,3,3,0,1,True,True,False,False,False,False,False,False,True,False,False
219,45,8865,19,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
220,54,5940,6,1,3,0,0,False,False,True,False,False,False,False,False,False,True,False
221,36,5914,13,2,3,0,0,True,True,False,False,True,False,False,False,False,False,False
222,33,2622,3,2,4,0,0,False,True,False,False,False,False,False,False,True,False,False
223,37,12185,10,4,3,1,0,True,True,False,False,False,False,False,True,False,False,False
224,38,10609,16,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
225,31,4345,5,3,3,0,0,True,True,False,False,False,False,True,False,False,False,False
226,59,2177,1,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
227,37,2793,9,4,3,0,0,True,False,True,False,False,False,False,False,False,False,True
228,29,7918,11,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
229,35,8789,10,3,3,0,0,False,False,True,False,False,False,False,False,False,True,False
230,29,2389,4,4,3,1,1,True,True,False,False,False,False,False,False,True,False,False
231,52,3212,2,4,3,0,0,False,True,False,False,True,False,False,False,False,False,False
232,42,19232,22,4,3,0,0,True,True,False,False,False,True,False,False,False,False,False
233,59,2267,2,3,3,0,0,True,False,False,True,False,False,False,False,False,False,False
234,50,19517,7,4,3,0,0,False,False,True,False,False,True,False,False,False,False,False
235,33,2436,5,4,3,1,1,True,True,False,False,True,False,False,False,False,False,False
236,43,16064,17,4,4,1,0,False,False,True,False,False,True,False,False,False,False,False
237,33,2707,9,1,4,0,1,False,True,False,False,True,False,False,False,False,False,False
238,52,19068,33,3,3,1,0,True,False,True,False,False,True,False,False,False,False,False
239,32,3931,4,2,3,0,0,False,False,True,False,False,False,False,False,False,False,True
240,32,3730,3,3,3,1,1,True,True,False,False,True,False,False,False,False,False,False
241,39,2232,3,3,3,0,0,False,True,False,False,True,False,False,False,False,False,False
242,32,4465,3,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
243,41,3072,1,1,3,0,0,True,True,False,False,False,False,False,False,True,False,False
244,40,3319,9,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
245,45,19202,24,4,3,0,0,True,True,False,False,False,True,False,False,False,False,False
246,31,13675,2,3,3,0,0,True,True,False,False,False,False,False,True,False,False,False
247,33,2911,2,4,3,0,0,False,True,False,False,False,False,False,False,True,False,False
248,34,5957,11,1,3,0,0,True,True,False,False,False,False,True,False,False,False,False
249,37,3920,3,1,3,0,0,False,True,False,False,False,False,False,False,True,False,False
250,45,6434,3,3,3,0,0,True,True,False,False,False,False,True,False,False,False,False
251,37,10048,1,3,3,0,1,True,True,False,False,False,False,True,False,False,False,False
252,39,10938,19,3,4,0,0,False,True,False,False,False,False,False,False,False,False,False
253,29,2340,6,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
254,42,6545,3,1,3,1,0,False,True,False,False,False,False,False,False,True,False,False
255,29,6931,3,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
256,25,4898,4,3,3,0,0,False,True,False,False,False,False,True,False,False,False,False
257,42,2593,9,1,3,1,0,False,True,False,False,True,False,False,False,False,False,False
258,40,19436,21,3,3,0,0,True,True,False,False,False,False,False,True,False,False,False
259,51,2723,1,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
260,31,3479,5,2,3,0,1,True,True,False,False,True,False,False,False,False,False,False
261,32,2794,5,2,4,0,0,True,True,False,False,True,False,False,False,False,False,False
262,38,5249,8,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
263,32,2176,6,1,3,0,0,True,True,False,False,True,False,False,False,False,False,False
264,46,16872,7,2,3,1,0,False,False,True,False,False,True,False,False,False,False,False
265,28,3485,0,3,3,0,1,True,True,False,False,True,False,False,False,False,False,False
266,29,6644,0,2,3,0,0,True,False,True,False,False,False,False,False,False,True,False
267,31,5582,9,4,4,0,0,True,True,False,False,False,False,False,False,False,False,False
268,25,4000,6,1,3,0,0,True,True,False,False,False,False,False,False,False,False,False
269,45,13496,20,4,3,1,0,True,True,False,False,False,False,False,False,False,False,False
270,36,3210,15,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
271,55,19045,36,1,3,1,0,True,True,False,False,False,True,False,False,False,False,False
272,47,11849,10,2,3,1,1,True,True,False,False,False,True,False,False,False,False,False
273,28,2070,5,4,4,0,0,True,True,False,False,False,False,False,False,True,False,False
274,37,6502,5,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
275,21,3230,3,3,3,0,0,True,True,False,False,False,False,False,False,True,False,False
276,37,13603,5,4,3,1,0,False,True,False,False,False,False,False,True,False,False,False
277,35,11996,7,2,3,0,0,False,True,False,False,False,True,False,False,False,False,False
278,38,5605,8,1,4,1,0,False,False,True,False,False,False,False,False,False,True,False
279,26,6397,6,2,4,0,0,False,True,False,False,False,False,True,False,False,False,False
280,50,19144,10,2,3,0,0,True,True,False,False,False,False,False,True,False,False,False
281,53,17584,5,3,3,1,0,True,True,False,False,False,False,False,True,False,False,False
282,42,4907,20,3,4,0,0,True,False,True,False,False,False,False,False,False,True,False
283,29,4554,10,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
284,55,5415,10,4,3,1,0,True,True,False,False,True,False,False,False,False,False,False
285,26,4741,5,1,3,1,0,True,True,False,False,False,False,False,False,False,False,False
286,37,2115,17,4,3,0,0,False,True,False,False,False,False,False,False,True,False,False
287,44,3161,1,3,4,1,1,True,True,False,False,True,False,False,False,False,False,False
288,38,5745,2,4,3,0,0,True,True,False,False,False,False,False,False,False,False,False
289,26,2373,3,2,3,1,1,True,True,False,False,True,False,False,False,False,False,False
290,28,3310,5,4,4,0,0,False,True,False,False,False,False,False,False,True,False,False
291,49,18665,3,1,3,1,0,False,True,False,False,False,False,False,True,False,False,False
292,36,4485,8,2,3,0,0,True,True,False,False,False,False,False,False,True,False,False
293,31,2789,2,2,3,0,0,False,False,True,False,False,False,False,False,False,False,True
294,26,5828,8,4,3,1,1,True,False,True,False,False,False,False,False,False,True,False
295,37,2326,4,4,3,1,0,True,True,False,False,False,False,False,False,True,False,False
296,42,13525,20,2,3,0,0,False,False,True,False,False,False,False,False,False,True,False
297,18,1420,0,3,3,0,1,True,True,False,False,True,False,False,False,False,False,False
298,35,8020,11,2,3,0,0,True,False,True,False,False,False,False,False,False,True,False
299,36,3688,1,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
300,51,5482,4,2,3,0,0,True,True,False,False,False,False,True,False,False,False,False
301,41,16015,22,2,3,0,0,True,False,True,False,False,True,False,False,False,False,False
302,18,1200,0,3,3,0,0,False,False,True,False,False,False,False,False,False,False,True
303,28,5661,8,1,3,0,0,True,True,False,False,False,False,False,False,False,False,False
304,31,6929,8,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
305,39,9613,18,4,3,0,0,True,True,False,False,False,False,False,False,False,False,False
306,36,5674,9,2,3,0,0,False,True,False,False,True,False,False,False,False,False,False
307,32,5484,13,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
308,38,12061,10,2,3,0,0,False,True,False,False,False,False,False,True,False,False,False
309,58,5660,5,3,3,1,0,True,True,False,False,False,False,False,False,False,False,False
310,31,4821,5,4,3,1,0,True,True,False,False,False,False,False,False,True,False,False
311,31,6410,2,1,3,0,0,True,False,False,True,False,False,False,False,False,False,False
312,45,5210,24,1,3,0,0,True,True,False,False,True,False,False,False,False,False,False
313,31,2695,2,4,3,1,0,True,True,False,False,False,False,False,False,True,False,False
314,33,11878,10,2,3,0,0,False,True,False,False,False,True,False,False,False,False,False
315,39,17068,21,1,3,1,0,True,True,False,False,False,True,False,False,False,False,False
316,43,2455,8,4,3,0,0,False,True,False,False,True,False,False,False,False,False,False
317,49,13964,7,3,3,1,0,False,True,False,False,False,False,False,False,False,False,False
318,52,4941,8,2,3,0,1,True,True,False,False,False,False,False,False,True,False,False
319,27,2478,4,2,3,1,0,False,True,False,False,False,False,False,False,True,False,False
320,32,5228,13,2,3,1,0,False,False,True,False,False,False,False,False,False,True,False
321,27,4478,5,3,3,1,0,True,False,True,False,False,False,False,False,False,True,False
322,31,7547,7,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
323,32,5055,7,4,3,0,0,False,True,False,False,False,False,False,False,True,False,False
324,28,3464,3,4,3,1,1,True,True,False,False,False,False,False,False,True,False,False
325,30,5775,10,4,3,0,0,False,True,False,False,False,False,False,False,True,False,False
326,31,8943,10,3,4,0,0,False,True,False,False,False,False,True,False,False,False,False
327,39,19272,21,4,3,0,0,True,True,False,False,False,True,False,False,False,False,False
328,39,5238,1,3,3,1,1,False,False,True,False,False,False,False,False,False,True,False
329,33,4682,7,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
330,47,18300,3,3,3,0,0,True,True,False,False,False,False,False,True,False,False,False
331,43,5257,9,3,3,0,0,False,True,False,False,True,False,False,False,False,False,False
332,27,6349,5,2,3,1,0,True,False,True,False,False,False,False,False,False,True,False
333,54,4869,4,3,3,0,0,False,True,False,False,False,False,False,False,True,False,False
334,43,9985,1,1,3,0,0,False,True,False,False,False,False,False,False,False,False,False
335,45,3697,10,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
336,40,7457,4,4,4,1,0,True,False,True,False,False,False,False,False,False,True,False
337,29,2119,7,1,3,1,1,True,True,False,False,True,False,False,False,False,False,False
338,29,3983,3,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
339,30,6118,10,3,3,0,0,False,False,True,False,False,False,False,False,False,True,False
340,27,6214,8,2,3,0,0,False,False,True,False,False,False,False,False,False,True,False
341,37,6347,6,4,3,0,0,True,True,False,False,False,False,True,False,False,False,False
342,38,11510,11,4,3,1,0,True,True,False,False,False,False,False,True,False,False,False
343,31,7143,11,4,3,1,0,False,True,False,False,False,False,True,False,False,False,False
344,29,8268,7,2,3,1,0,False,False,True,False,False,False,False,False,False,True,False
345,35,8095,16,2,3,0,0,True,True,False,False,False,False,True,False,False,False,False
346,23,2904,4,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
347,41,6032,5,2,3,1,0,True,True,False,False,False,False,True,False,False,False,False
348,47,2976,0,3,3,0,0,True,False,True,False,False,False,False,False,False,False,True
349,42,15992,1,4,3,0,0,False,True,False,False,False,False,False,True,False,False,False
350,29,4649,4,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
351,42,2696,3,3,3,1,0,True,False,False,True,False,False,False,False,False,False,False
